ds,yhat,yhat_lower,yhat_upper,category,y
2025-05-21,7050.384975569151,6250.8599663449,7842.3308092426105,Electronics,6425.54
2025-05-22,6929.556908909024,6159.253862852303,7706.177442573596,Electronics,6082.2
2025-05-23,6942.683286777631,6230.983730368964,7748.225519860014,Electronics,6411.3
2025-05-24,8958.427463739603,8150.495249662944,9774.757050004997,Electronics,8794.0
2025-05-25,8914.530631533558,8150.726539465944,9705.45203217183,Electronics,10043.59
2025-05-26,6893.623812053041,6078.296171899737,7704.99884096483,Electronics,6450.84
2025-05-27,6753.885220298336,5989.128272916066,7504.617561200349,Electronics,6823.32
2025-05-28,6817.480025477775,6002.466774681152,7539.852925637285,Electronics,6668.61
2025-05-29,6699.583367827917,5882.931563542758,7485.9105516776945,Electronics,7284.1
2025-05-30,6716.514465923841,5914.988930031685,7513.723560958534,Electronics,7965.84
2025-05-31,8736.951599204367,7859.645235875245,9576.003071441935,Electronics,8217.08
2025-06-01,8698.629389109508,7881.650280454848,9535.697349051741,Electronics,8214.5
2025-06-02,6684.149908670971,5896.965006563521,7450.150809557404,Electronics,7099.09
2025-06-03,6551.63979866777,5676.709153651825,7336.173483271498,Electronics,6883.65
2025-06-04,6623.190441230297,5858.920152257864,7455.475420393159,Electronics,7464.47
2025-06-05,6513.882051654698,5706.303017722958,7315.249456145243,Electronics,6782.75
2025-06-06,16890.275509208455,16036.180431448893,17611.187383416596,Electronics,15677.93
2025-06-07,8569.84965725432,7836.738991339579,9377.566785574392,Electronics,8759.19
2025-06-08,8541.261496798104,7723.417694140617,9393.234757765716,Electronics,9073.85
2025-06-09,6536.600639184349,5752.505435682587,7306.040466653798,Electronics,6808.35
2025-06-10,6413.830201161213,5624.040459889479,7238.07281627022,Electronics,6625.5
2025-06-11,6494.875037910324,5700.954534816597,7322.365721581379,Electronics,6887.09
2025-06-12,6394.650083132685,5547.90234867355,7271.318215665418,Electronics,6916.07
2025-06-13,6429.200494723468,5623.498832406379,7227.774878914121,Electronics,7000.72
2025-06-14,8466.923234204747,7607.000379976349,9238.794482915118,Electronics,8592.25
2025-06-15,8445.271327966846,7655.705907400749,9343.362407641998,Electronics,8033.52
2025-06-16,6446.57215094485,5675.090988548505,7251.3056456267705,Electronics,6317.09
2025-06-17,6328.691713317095,5509.9276739016495,7104.99906011053,Electronics,6825.47
2025-06-18,6413.481800653052,5710.980544330452,7241.956645214765,Electronics,5800.34
2025-06-19,6315.810630888785,5526.835568361761,7122.063488079403,Electronics,6370.12
2025-06-20,6351.704657668493,5587.975310797764,7183.886234761565,Electronics,5975.61
2025-06-21,8389.57109441922,7592.180018836962,9153.920880686394,Electronics,8016.4
2025-06-22,8366.902372854187,7562.811141601751,9161.185682129077,Electronics,8791.67
2025-06-23,6366.093863133157,5584.034342079466,7199.159707373077,Electronics,6212.33
2025-06-24,6245.106843507426,5422.01213175384,7036.074952361177,Electronics,6125.38
2025-06-25,6325.913598671957,5551.446406377582,7159.159781626798,Electronics,5424.89
2025-06-26,6223.525359047029,5510.517723171213,6988.373600752919,Electronics,6434.44
2025-06-27,6254.13077852813,5461.242839294149,7051.484354160438,Electronics,6370.06
2025-06-28,8286.31461033062,7497.979678355156,9097.539910203865,Electronics,9215.57
2025-06-29,8257.757894673703,7490.831765666748,9088.625922374089,Electronics,7645.2
2025-06-30,6251.051097754713,5344.316022049859,7016.655949399943,Electronics,6121.64
2025-07-01,6124.352310914661,5291.574184080665,6955.619377923834,Electronics,6123.22
2025-07-02,6199.827516023653,5416.020838914977,7062.752425452873,Electronics,6747.3
2025-07-03,6092.6737579025175,5274.693910095093,6916.218387143807,Electronics,5933.94
2025-07-04,6119.253048507686,5357.705738276262,6921.611603806347,Electronics,6101.55
2025-07-05,8148.3067842997425,7324.905598895011,8971.119909006178,Electronics,8121.59
2025-07-06,8117.652103888328,7294.833361658634,8934.140434722782,Electronics,7847.16
2025-07-07,6109.991726812305,5287.070277176712,6860.1243735521475,Electronics,5725.79
2025-07-08,5983.569469208684,5170.858918685015,6691.66986576598,Electronics,6020.81
2025-07-09,6060.608512096872,5269.895293468316,6841.9032037819325,Electronics,6428.67
2025-07-10,5956.333313951149,5198.50227946934,6752.124216275888,Electronics,5426.63
2025-07-11,5987.103022577119,5200.0247817297995,6733.180852922963,Electronics,5967.46
2025-07-12,8021.626177012513,7283.459811023132,8861.986872582505,Electronics,7237.58
2025-07-13,7997.65811445388,7192.607758569031,8778.920420757573,Electronics,8390.88
2025-07-14,5997.812589899062,5179.741355716748,6867.463389183913,Electronics,5168.27
2025-07-15,5880.2197515989565,5071.875184042091,6678.472590442219,Electronics,5617.22
2025-07-16,5966.967476519608,5165.685661202378,6759.823869578065,Electronics,6052.71
2025-07-17,5873.126870342283,5042.579644116006,6685.394551060486,Electronics,6606.55
2025-07-18,5914.889685843213,5111.15203011978,6753.219694279872,Electronics,5836.74
2025-07-19,7960.787338754195,7140.2999605135465,8764.59803479956,Electronics,7285.29
2025-07-20,7948.392816942819,7164.518002526064,8836.901481837289,Electronics,8767.54
2025-07-21,5960.136867455305,5214.372854701088,6845.455419935949,Electronics,5181.3
2025-07-22,5853.970480961189,5103.481780617347,6639.541064490386,Electronics,4828.21
2025-07-23,5951.810557146371,5154.025143004035,6741.100187247462,Electronics,6064.23
2025-07-24,5868.569441520156,5076.830954217848,6712.848170070601,Electronics,5622.54
2025-07-25,5920.295982934083,5167.692867222712,6673.986131245927,Electronics,5379.58
2025-07-26,7975.39769895941,7172.372428055489,8769.707179077033,Electronics,8048.51
2025-07-27,7971.345268007872,7127.086087367036,8762.979584542254,Electronics,7767.46
2025-07-28,5990.490672872234,5179.952174977825,6807.997063513498,Electronics,5598.2
2025-07-29,5890.730973811464,5169.33676941189,6746.400226602671,Electronics,5264.69
2025-07-30,5993.954573199738,5183.006755196552,6765.303517533283,Electronics,6278.33
2025-07-31,5915.070660119072,5182.36706745885,6729.153456610859,Electronics,6178.03
2025-08-01,5970.149502313927,5224.396648153059,6783.089662333978,Electronics,5830.36
2025-08-02,8027.643209389869,7230.368745173861,8734.027276332448,Electronics,8776.23
2025-08-03,8025.088240636298,7145.811439600207,8850.779141955953,Electronics,6998.63
2025-08-04,6044.921052332348,5220.919063290644,6858.133979523989,Electronics,5174.46
2025-08-05,5945.138946259778,5149.498105244363,6761.903167292166,Electronics,5573.88
2025-08-06,6047.743075942828,5296.945396502928,6860.444452661541,Electronics,5886.26
2025-08-07,5967.764401140226,5144.24762448728,6799.878264786027,Electronics,6030.87
2025-08-08,6021.400364887988,5211.751607544138,6838.810101315767,Electronics,5809.86
2025-08-09,8077.232025228036,7292.191288431431,8922.159740645837,Electronics,7930.45
2025-08-10,8072.923021190989,7286.399704575785,8901.79195477139,Electronics,6952.2
2025-08-11,6091.031869266036,5296.603831702062,6867.989369190999,Electronics,6640.65
2025-08-12,5989.6697450393185,5157.660259366845,6744.357181558349,Electronics,5924.64
2025-08-13,6090.940788875993,5286.859099102436,6830.542924160237,Electronics,6509.26
2025-08-14,6009.965795416868,5166.157087457165,6828.408338641958,Electronics,6151.24
2025-08-15,6063.017115215791,5282.080462553683,6876.795741371984,Electronics,6218.78
2025-08-16,8118.734538349501,7261.401031018547,8884.941131470981,Electronics,8172.65
2025-08-17,8114.823559864185,7339.424075218418,8925.92674910655,Electronics,8114.63
2025-08-18,6133.8675257578,5282.854654371971,6918.067126452823,Electronics,6350.92
2025-08-19,6033.985799383574,5281.95762023651,6839.895205831403,Electronics,6698.89
2025-08-20,6137.27495538716,5303.986928187147,6866.741451299739,Electronics,6165.74
2025-08-21,6058.833813836777,5226.69077606958,6858.256675566517,Electronics,6431.32
2025-08-22,6114.90008215365,5320.978038468936,6941.155113309501,Electronics,6058.65
2025-08-23,8174.068302275053,7334.363103812932,8950.988243594531,Electronics,8871.67
2025-08-24,8173.99042177959,7409.214964292822,8996.402578869105,Electronics,7546.13
2025-08-25,6197.190400075247,5339.707571090044,6970.927231241962,Electronics,7041.49
2025-08-26,6101.724899087211,5290.009193392675,6882.716429144727,Electronics,6153.41
2025-08-27,6209.626974535704,5418.574779995703,6952.687049748225,Electronics,5483.48
2025-08-28,6135.933492734653,5279.886591049255,6963.648215514619,Electronics,6275.45
2025-08-29,6196.82395825158,5354.6745353069255,6999.284575470859,Electronics,5892.31
2025-08-30,8260.840376278626,7458.778777787128,9037.84689604203,Electronics,8674.77
2025-08-31,8265.589405688825,7478.058664140705,9071.96595223127,Electronics,7729.74
2025-09-01,6293.558164119642,5538.516115088405,7118.842506636571,Electronics,6070.37
2025-09-02,6202.775699236046,5410.681717804441,7016.598644478699,Electronics,5362.22
2025-09-03,6315.257022718928,5477.931784393244,7063.277707602431,Electronics,6110.3
2025-09-04,6246.030428606151,5474.264193328383,7011.350369666936,Electronics,5128.95
2025-09-05,6311.2757941759355,5470.705071242171,7106.5130782910655,Electronics,5577.06
2025-09-06,8379.543516074804,7607.184575887422,9187.72037628453,Electronics,8840.32
2025-09-07,8388.455381016272,7572.019873484818,9210.838013575494,Electronics,8891.06
2025-09-08,6420.518789181564,5630.737562836473,7222.604656112415,Electronics,6679.57
2025-09-09,16684.142414878315,15793.622175833085,17444.78027762758,Electronics,14958.55
2025-09-10,6450.298259400285,5682.342073100861,7279.251100948313,Electronics,6486.09
2025-09-11,6385.106955877632,5598.148495065675,7209.41994876957,Electronics,6535.34
2025-09-12,6454.414018248974,5638.862954232991,7271.440934647343,Electronics,5955.68
2025-09-13,8526.786865662441,7779.546174570978,9380.599021935855,Electronics,9598.98
2025-09-14,8539.857949723339,7726.213158552843,9315.549590042714,Electronics,9208.22
2025-09-15,6576.137498924492,5785.936744366168,7379.968212656603,Electronics,6529.19
2025-09-16,6493.6720283435,5677.305639165379,7337.663751871364,Electronics,6689.45
2025-09-17,6614.48564586176,5787.633052566407,7496.348853344094,Electronics,6815.66
2025-09-18,6553.605003320178,5762.351435452304,7360.851202903889,Electronics,5633.33
2025-09-19,6627.195706133998,5831.042860103152,7381.38371976788,Electronics,6628.97
2025-09-20,8703.779932595082,7892.109296602008,9464.026718338213,Electronics,8348.69
2025-09-21,8720.93664072287,7943.792395377058,9559.022805886829,Electronics,8159.17
2025-09-22,6761.115835872736,5947.590635368102,7539.4382859288,Electronics,6699.59
2025-09-23,6682.299010239481,5898.918003076104,7451.08476969343,Electronics,7874.92
2025-09-24,6806.442729491038,6020.287738743751,7644.179829445744,Electronics,7270.78
2025-09-25,6748.506144440036,5949.110401625087,7516.912437379395,Electronics,6630.47
2025-09-26,6824.590158095662,6033.007733369503,7601.402922226133,Electronics,7299.77
2025-09-27,8903.15790601687,8066.6569893089945,9697.464774349019,Electronics,10136.73
2025-09-28,8921.73782739342,8106.854273497623,9733.994879824788,Electronics,9836.2
2025-09-29,6962.740695477627,6169.537288722523,7749.39353976633,Electronics,7111.97
2025-09-30,6884.122613411033,6078.563710126425,7687.386608934366,Electronics,6743.48
2025-10-01,7007.830848412008,6227.32304869558,7799.381396722858,Electronics,7544.26
2025-10-02,6948.833186348695,6084.613968335867,7776.890041245346,Electronics,7405.04
2025-10-03,7023.2584508343225,6253.188741538351,7840.905876977906,Electronics,7729.8
2025-10-04,9099.617771479985,8282.028839955354,9880.1140412716,Electronics,9900.71
2025-10-05,9115.507821092497,8304.910315793473,9940.417033692087,Electronics,10261.92
2025-10-06,7153.427350865126,6315.086823196104,7984.736002004228,Electronics,7003.94
2025-10-07,7071.439009848662,6325.789789263456,7891.238620385067,Electronics,8127.31
2025-10-08,7191.613323311759,6466.661761035496,7942.023262055321,Electronics,7504.6
2025-10-09,7129.055535224095,6300.581706163437,7881.914324235656,Electronics,8655.85
2025-10-10,7200.043004308593,6396.7054180525665,7956.9960266846065,Electronics,7047.96
2025-10-11,9273.242804622092,8455.953718239596,10051.002851607398,Electronics,11096.99
2025-10-12,9286.410836554403,8538.20961249624,10151.475700899266,Electronics,9945.86
2025-10-13,7322.203881238603,6466.803026721963,8149.963542627283,Electronics,7173.41
2025-10-14,7238.8367037639455,6424.689121489477,8041.799311521047,Electronics,7309.96
2025-10-15,7358.521210824896,6593.891943501125,8198.234192393324,Electronics,7445.2
2025-10-16,7296.488507731721,6499.977244490799,8173.481397857442,Electronics,7938.4
2025-10-17,7369.121688195283,6545.061638535585,8137.556010124713,Electronics,8037.53
2025-10-18,9445.169152306367,8651.629269220972,10191.914817653185,Electronics,9615.02
2025-10-19,9462.439898945824,8639.431679778783,10227.72348122696,Electronics,10106.2
2025-10-20,7503.612357915706,6695.92422994022,8247.289384869242,Electronics,9167.83
2025-10-21,7426.888986785496,6621.995068072286,8253.843600924585,Electronics,8950.76
2025-10-22,7554.433741587585,6772.158499714853,8282.269305442438,Electronics,8177.27
2025-10-23,7501.393349831234,6689.568319110239,8289.30737112466,Electronics,7963.19
2025-10-24,7584.030279923339,6797.211467346384,8428.550208562381,Electronics,8053.31
2025-10-25,9670.937237789978,8861.34029533567,10440.229687509764,Electronics,10930.13
2025-10-26,9699.73464520439,8885.431772661,10510.22766407554,Electronics,9611.34
2025-10-27,7752.882645263689,7004.899384340366,8592.897283785655,Electronics,7923.43
2025-10-28,7688.339811742391,6852.169318479146,8443.532790939093,Electronics,7042.87
2025-10-29,7828.005595477718,7006.446630906002,8620.304974543686,Electronics,8426.46
2025-10-30,7786.747333722582,6993.858371691975,8614.935432891878,Electronics,8628.26
2025-10-31,7880.539589818025,7105.220871821309,8703.070629605,Electronics,7922.79
2025-11-01,9977.685505738029,9184.713554400752,10739.644523238483,Electronics,12118.2
2025-11-02,10015.52145603826,9177.360185853093,10838.957058645412,Electronics,9751.84
2025-11-03,8076.236368827187,7250.042248106533,8863.6820574233,Electronics,7375.99
2025-11-04,8017.53770175152,7230.501356527507,8776.354559359352,Electronics,8543.17
2025-11-05,8161.100913003187,7299.863599452544,8885.084775740475,Electronics,9136.31
2025-11-06,8121.603061536125,7252.003280235588,8852.412795955239,Electronics,9608.45
2025-11-07,8214.868118122047,7428.26044655637,9001.636362813406,Electronics,8193.01
2025-11-08,10309.093495754587,9524.089822529151,11111.351685819784,Electronics,12063.81
2025-11-09,10341.558930402118,9542.872698669955,11095.591247372591,Electronics,11119.64
2025-11-10,8394.448941131388,7626.565740945735,9185.387204898389,Electronics,8498.22
2025-11-11,18675.876749285104,17839.469105094824,19461.84364859072,Electronics,23165.31
2025-11-12,8456.554395635458,7595.653341968446,9236.369851171901,Electronics,9144.86
2025-11-13,8402.38569448613,7582.911555929677,9238.45940457714,Electronics,7627.42
2025-11-14,8479.04949672142,7612.783110481339,9326.46331360072,Electronics,9800.15
2025-11-15,10555.00288022862,9703.694623425405,11332.027434653079,Electronics,12705.0
2025-11-16,10567.82939565012,9767.697076645107,11302.361874849672,Electronics,10914.05
2025-11-17,8600.055701622103,7811.743745495074,9432.916376047191,Electronics,9154.87
2025-11-18,8509.812582939501,7693.266629429651,9317.968799333867,Electronics,9262.01
2025-11-19,8619.277258107133,7756.799238399179,9378.617841929427,Electronics,9132.21
2025-11-20,8543.697735397984,7723.760489150535,9326.412285010365,Electronics,8585.84
2025-11-21,8599.526979642293,7810.835585982714,9403.929488407946,Electronics,8532.14
2025-11-22,10655.636631301042,9880.222603857683,11440.083991757068,Electronics,11743.19
2025-11-23,10650.011688858538,9774.176192223427,11539.901177010302,Electronics,12920.85
2025-11-24,8665.557704235067,7866.864719092836,9482.515099406266,Electronics,9517.93
2025-11-25,8560.752721816323,7752.20423689745,9373.273841463664,Electronics,8884.19
2025-11-26,8658.081096605662,7896.3605002431195,9473.45667091861,Electronics,9757.11
2025-11-27,8573.05016765765,7725.309171684298,9356.132409243897,Electronics,7121.71
2025-11-28,8622.317749146225,7818.921052762534,9386.390729254554,Electronics,10107.92
2025-11-29,10674.90035765243,9897.826461287419,11501.99253271074,Electronics,10396.64
2025-11-30,10668.863736423602,9870.288276288979,11434.56176572025,Electronics,11768.97
2025-12-01,8687.127344110875,7850.912105740728,9479.336789282188,Electronics,8517.98
2025-12-02,8588.115121643083,7795.020021002336,9401.615100632638,Electronics,8415.96
2025-12-03,8694.18971800067,7912.348308577767,9462.861012520621,Electronics,10295.17
2025-12-04,8620.671157575161,7846.059341712595,9400.424503150027,Electronics,9098.33
2025-12-05,8683.967878318615,7840.09775034546,9493.76508366547,Electronics,9746.16
2025-12-06,10752.789987371114,9949.93029569007,11590.199768883147,Electronics,12322.07
2025-12-07,10764.846185381863,9987.173171628066,11526.763230870896,Electronics,12881.78
2025-12-08,8802.655883029805,7985.491434740188,9599.340907624175,Electronics,9633.84
2025-12-09,8724.208647536729,7946.129539045077,9571.668565358319,Electronics,8618.98
2025-12-10,8851.407957417077,8071.28532596654,9684.806104246907,Electronics,10402.1
2025-12-11,8799.100023284167,8008.305415694712,9610.279328394863,Electronics,9281.56
2025-12-12,19233.571365363,18441.54626615031,20061.65492731146,Electronics,21212.45
2025-12-13,10971.992724257365,10195.441431351592,11806.37196593201,Electronics,12203.33
2025-12-14,11002.686555942973,10250.320100104418,11810.954369784904,Electronics,14193.65
2025-12-15,9057.389288853354,8275.741381508129,9832.732484080601,Electronics,10440.09
2025-12-16,8993.70032880353,8217.721965859875,9828.395750253714,Electronics,9528.71
2025-12-17,9133.178505206663,8330.079440634403,9874.488078326736,Electronics,9553.96
2025-12-18,9090.378526387103,8303.458617276969,9917.20527841882,Electronics,9601.01
2025-12-19,9180.998947027141,8381.77555441755,9989.323072172927,Electronics,11521.61
2025-12-20,11273.111091197094,10444.285791566983,12095.351238950845,Electronics,13270.22
2025-12-21,11303.870009618266,10398.276205684326,12047.575539264602,Electronics,13352.86
2025-12-22,9355.338661823596,8519.021828180765,10148.734797082474,Electronics,10774.37
2025-12-23,9285.157176734261,8507.480402277148,10107.561818041699,Electronics,10168.18
2025-12-24,9414.993940723998,8605.078944855744,10219.259369831607,Electronics,9793.47
2025-12-25,9359.57910326346,8596.792192586481,10164.870955268121,Electronics,9865.91
2025-12-26,9434.848085409327,8648.349813434868,10182.416290887792,Electronics,9987.95
2025-12-27,11509.164651228855,10721.44029742504,12279.998391177285,Electronics,13048.28
2025-12-28,11520.024771072105,10725.75773688157,12337.967419986713,Electronics,13878.1
2025-12-29,9549.87264768207,8728.785261861947,10365.90085653895,Electronics,10150.81
2025-12-30,9456.760963637544,8557.113199279605,10246.426414565465,Electronics,10722.51
2025-12-31,12449.496886158478,11640.449173567382,13256.349740931391,Electronics,14115.96
2026-01-01,9483.14272459044,8689.972723353781,10342.54809465804,Electronics,
2026-01-02,9534.194872441552,8664.27353074821,10309.774395590737,Electronics,
2026-01-03,11584.751174715739,10818.21074156477,12397.246028089683,Electronics,
2026-01-04,11572.727859200686,10726.018488256468,12312.569801703614,Electronics,
2026-01-05,9580.961834060005,8800.07731011269,10391.823874009016,Electronics,
2026-01-06,9467.862558197321,8695.868276794168,10278.937605957115,Electronics,
2026-01-07,9555.84608902521,8752.320802898621,10425.696726286897,Electronics,
2026-01-08,9460.352301652543,8661.633421537166,10232.986632563296,Electronics,
2026-01-09,9497.973245721854,8643.038215854986,10322.323945142261,Electronics,
2026-01-10,11537.662548145932,10766.571266720146,12362.005524442695,Electronics,
2026-01-11,11517.427397670272,10716.648043887675,12234.27687804843,Electronics,
2026-01-12,9520.134740837999,8710.291153788488,10391.60818003278,Electronics,
2026-01-13,9404.163951716726,8515.440173651281,10149.75639945034,Electronics,
2026-01-14,9491.843094606931,8695.765343237716,10326.675562556597,Electronics,
2026-01-15,9398.469691192266,8551.20843600756,10237.293045207203,Electronics,
2026-01-16,9440.443843522527,8635.18258052262,10225.436031329838,Electronics,
2026-01-17,11486.48347722328,10695.726059541339,12306.866859047896,Electronics,
2026-01-18,11474.32307242362,10677.257808083226,12270.004111073855,Electronics,
2026-01-19,9486.527323252987,8719.71421326194,10301.441725405035,Electronics,
2026-01-20,9381.151785354934,8588.771455701908,10152.819904722091,Electronics,
2026-01-21,9480.187418117715,8700.067399387885,10325.165328485313,Electronics,
2026-01-22,9398.589717505438,8622.266440156456,10214.798272058604,Electronics,
2026-01-23,9452.420077526658,8644.233525839672,10242.143329973076,Electronics,
2026-01-24,11510.068939412191,10694.888124267241,12365.495718948665,Electronics,
2026-01-25,11508.96190379312,10696.294524173432,12299.96200318971,Electronics,
2026-01-26,9531.380072797014,8747.353157821959,10308.41064105713,Electronics,
2026-01-27,9435.126529745792,8656.331610871242,10253.593602244451,Electronics,
2026-01-28,9541.975737540684,8753.471549682388,10344.275714463265,Electronics,
2026-01-29,9466.706454721994,8623.387761591775,10307.27718560593,Electronics,
2026-01-30,9525.245741139628,8679.291707198414,10308.792325398192,Electronics,
2026-01-31,11585.89357822794,10797.835945959576,12386.360935388579,Electronics,
2026-02-01,11586.029277230902,10767.38847440655,12388.852788818853,Electronics,
2026-02-02,9607.930971914588,8766.35801960779,10394.995891094723,Electronics,
2026-02-03,9509.440162968811,8693.442228674956,10346.5916201721,Electronics,
2026-02-04,9612.408182745889,8758.684074592466,10459.728088314216,Electronics,
2026-02-05,9531.725291082339,8680.694780144637,10308.314285127968,Electronics,
2026-02-06,9583.460107468993,8820.087675039487,10368.797804575826,Electronics,
2026-02-07,11636.079054368456,10839.32573112025,12484.979080458015,Electronics,
2026-02-08,11627.147147381354,10809.028745948213,12399.128371380823,Electronics,
2026-02-09,9639.141598454442,8857.848146085,10398.355184270318,Electronics,
2026-02-10,9530.110371915558,8652.53071916286,10318.466957183258,Electronics,
2026-02-11,9622.11273167292,8821.340858529236,10459.282835338201,Electronics,
2026-02-12,9530.24265364274,8739.875066111383,10312.210021952382,Electronics,
2026-02-13,9570.762959918447,8715.824523209641,10356.086706476912,Electronics,
2026-02-14,11612.319985567454,10841.206349477341,12391.368542890783,Electronics,
2026-02-15,11592.640230572906,10783.226094450878,12426.14839355107,Electronics,
2026-02-16,9594.340558412056,8713.04917939099,10375.950530960377,Electronics,
2026-02-17,9475.584151757022,8675.21706590059,10337.479792558628,Electronics,
2026-02-18,9558.519309299807,8716.146354484064,10327.878817210361,Electronics,
2026-02-19,9458.301976908613,8648.27404720535,10297.432671099914,Electronics,
2026-02-20,9491.229862755656,8700.08836789308,10263.64427209485,Electronics,
2026-02-21,11525.957915136814,10705.02846946226,12325.296830347226,Electronics,
2026-02-22,11500.196559672057,10613.978280724,12281.260907622504,Electronics,
2026-02-23,9496.524180006572,8654.242236336198,10290.014982358469,Electronics,
2026-02-24,9373.045956490147,8589.502452944373,10171.171005629374,Electronics,
2026-02-25,9451.836035594579,8616.166301452133,10327.054841062072,Electronics,
2026-02-26,9347.96380019239,8532.838662981816,10163.723875541906,Electronics,
2026-02-27,9377.631959785307,8528.185155104697,10182.811531397203,Electronics,
2026-02-28,11409.39610510705,10643.611528398042,12270.74192678646,Electronics,
2026-03-01,11380.866990231196,10538.093840000673,12192.192978969639,Electronics,
2026-03-02,9374.526897242245,8554.99011252362,10205.952201220489,Electronics,
2026-03-03,9248.392077518714,8457.504918370127,10057.773306545027,Electronics,
2026-03-04,9324.458133599623,8505.720194547848,10162.779372884772,Electronics,
2026-03-05,9217.729018437742,8374.930084721247,10041.531792188283,Electronics,
2026-03-06,9244.357294949707,8466.731210522084,10033.985902553924,Electronics,
2026-03-07,11272.865243974045,10452.780134464452,12129.798836069476,Electronics,
2026-03-08,11240.848048274329,10400.318352133507,12030.67865891262,Electronics,
2026-03-09,9230.790393606327,8399.143093633282,9985.337013405655,Electronics,
2026-03-10,9100.728488775054,8255.856206437527,9937.536680035202,Electronics,
2026-03-11,9172.694397140152,8361.317567912793,9998.942450757111,Electronics,
2026-03-12,9061.743404767352,8216.102882113646,9886.897857064805,Electronics,
2026-03-13,9084.092134203675,8249.181811450191,9782.686067228202,Electronics,
2026-03-14,11108.337073533963,10321.15073328951,11952.714927805235,Electronics,
2026-03-15,11072.154842423835,10294.545481623374,11882.412346915891,Electronics,
2026-03-16,9058.115639647242,8274.993828349427,9905.8813773723,Electronics,
2026-03-17,8924.34198355636,8076.7304680474435,9771.313963380895,Electronics,
2026-03-18,8992.949749768954,8152.163424662721,9820.50028036258,Electronics,
2026-03-19,8879.072342077685,8074.692476381023,9665.541602871996,Electronics,
2026-03-20,8898.995811593351,8105.918984746185,9761.630093540385,Electronics,
2026-03-21,10921.374691920897,10089.339216825376,11738.204903402744,Electronics,
2026-03-22,10883.929959216091,10036.887475953994,11694.867504933945,Electronics,
2026-03-23,8869.260635185976,8066.874139868293,9801.05544286225,Electronics,
2026-03-24,8735.501202138552,7890.797680445901,9543.349457985765,Electronics,
2026-03-25,8804.761874925687,7979.932611538279,9648.979501102638,Electronics,
2026-03-26,8692.152587283574,7905.068204014234,9526.865678899649,Electronics,
2026-03-27,8713.918510675416,7903.606796322705,9511.110954974347,Electronics,
2026-03-28,10738.656857146712,9873.069165066832,11495.785825062952,Electronics,
2026-03-29,10704.016340900256,9887.422035010732,11478.374975577224,Electronics,
2026-03-30,8692.510765300467,7865.000048458373,9476.805846171303,Electronics,
2026-03-31,8562.17883825026,7737.5264435394465,9397.738539147587,Electronics,
2023-01-01,6778.512704593622,6294.496508422618,7274.959455130868,Clothing,6740.21
2023-01-02,3715.615881957766,3223.8153651866123,4207.933551357192,Clothing,3097.98
2023-01-03,3681.7574887599744,3253.5042237361336,4171.819481868403,Clothing,3965.24
2023-01-04,3708.1864716071414,3228.1424896163335,4196.905058971076,Clothing,3803.79
2023-01-05,3665.240773019509,3197.458165069416,4152.176191080641,Clothing,4003.81
2023-01-06,3711.8828754857323,3203.998703417175,4173.635760010432,Clothing,2853.58
2023-01-07,4854.679682090105,4359.379503431143,5339.05490474698,Clothing,5644.44
2023-01-08,4825.917522385381,4349.0401074061865,5281.319088327606,Clothing,4790.08
2023-01-09,3749.3771960722124,3313.979477182934,4197.276376924379,Clothing,4062.91
2023-01-10,3725.0448315231224,3248.040569989949,4198.356099900375,Clothing,3426.65
2023-01-11,3761.5314984510014,3256.585668514625,4233.757538156048,Clothing,3926.41
2023-01-12,3728.881992340128,3256.878634083234,4162.774126896922,Clothing,3432.19
2023-01-13,3785.759608081871,3283.446133114102,4286.831705723814,Clothing,3565.68
2023-01-14,4938.433663484742,4471.377558172222,5434.227483328751,Clothing,5632.94
2023-01-15,4918.902084182518,4462.968281920758,5423.585093634729,Clothing,4816.16
2023-01-16,3850.6737619202254,3371.751072224207,4312.6602226396235,Clothing,3831.91
2023-01-17,3833.4862704023526,3362.374102295633,4288.157382969416,Clothing,4032.88
2023-01-18,3875.7316983661976,3396.596840035741,4377.07412759237,Clothing,3923.93
2023-01-19,3847.2708554842147,3353.4378714153822,4300.0920123875385,Clothing,3823.33
2023-01-20,3906.6225290572065,3441.513152800727,4369.807888870746,Clothing,3891.65
2023-01-21,5059.954438432537,4615.81864420934,5554.346587302941,Clothing,5865.66
2023-01-22,5039.208114001719,4596.8819696007695,5503.3719096303075,Clothing,4900.86
2023-01-23,3967.882359117244,3496.5964973629502,4462.198107513891,Clothing,3851.04
2023-01-24,3945.7508579666764,3479.814758042374,4408.4019053242055,Clothing,4111.33
2023-01-25,3981.2867006289084,3483.453774676611,4409.180671647227,Clothing,4130.45
2023-01-26,3944.47412486842,3487.726584303601,4430.653351214481,Clothing,4157.43
2023-01-27,3993.994227369569,3494.4996062756527,4490.012786914407,Clothing,3992.79
2023-01-28,5136.211394797685,4624.373392499457,5629.940220427817,Clothing,4488.62
2023-01-29,5103.292810500654,4636.461758560047,5576.6775900268185,Clothing,5587.95
2023-01-30,4018.985846145133,3518.2193545132964,4523.317237002427,Clothing,3454.05
2023-01-31,3983.3290697326947,3507.189082059833,4474.703054859399,Clothing,3895.8
2023-02-01,4005.069822494335,3528.0913981404888,4481.223035503988,Clothing,3574.83
2023-02-02,3954.468853217663,3469.3258176143895,4428.987404560302,Clothing,3785.34
